,source_id,date_time,title,excerpt,article_url,image_url,author,author_url
23,post-123774,2020-02-28 10:58:01.289879,Users can now trade Cardano (ADA) with up to 75x leverage on Binance,"Binance Futures, the futures trading platform of the world’s largest cryptocurrency exchange, has announced the launch of ADA/USDT perpetual contract. ",https://cryptoslate.com/users-can-now-trade-cardano-ada-with-up-to-75x-leverage-on-binance/,,Priyeshu Garg,
24,post-123724,2020-02-28 10:58:01.289879,Staking rewards for ALGO and ATOM coming to Binance.US,Binance US has announced the launch of staking rewards on its desktop and mobile app. ,https://cryptoslate.com/staking-rewards-for-algo-and-atom-coming-to-binance-us/,,Priyeshu Garg,
25,post-123183,2020-02-28 10:58:01.290878,Chainalysis says Binance and Huobi allegedly used for billions of dollars in criminal Bitcoin activity,Leading blockchain security and analytics company Chainalysis recently revealed that it tracked $2.8 billion in Bitcoin (BTC) that was allegedly transferred by criminal elements to major digital currency exchanges last year. ,https://cryptoslate.com/chainalysis-says-binance-and-huobi-allegedly-used-for-billions-of-dollars-in-criminal-bitcoin-activity/,,Omar Faridi,
26,post-122522,2020-02-28 10:58:01.290878,Litecoin debuts on Binance Futures as LTC turns bullish,Binance recently disclosed the introduction of a new Litecoin derivative product. ,https://cryptoslate.com/litecoin-debuts-on-binance-futures-as-ltc-turns-bullish/,,Ali Martinez,
27,post-120913,2020-02-28 10:58:02.309153,Founders of Tron and Binance get their accounts removed from Weibo [UPDATED],"The founder and CEO of Tron, Justin Sun, saw his account on social media platform Weibo shut down. ",https://cryptoslate.com/founders-of-tron-and-binance-get-their-accounts-removed-from-chinese-twitter/,,Priyeshu Garg,
28,post-120658,2020-02-28 10:58:02.310154,Big traders on Binance panic tanking Matic’s price by almost 75%,The digital token of Ethereum-based payments company Matic lost almost 75 percent of its value in a matter of minutes after two weeks of massive appreciation. ,https://cryptoslate.com/big-traders-on-binance-panic-tanking-matics-price-by-almost-75/,,Priyeshu Garg,
29,post-120172,2020-02-28 10:58:02.310154,Are you dedicated enough to get a tattoo of your company’s logo? Binance’s Changpeng Zhao is ,"A true measure of an entrepreneur’s dedication to his project isn’t the hours he puts in or the sacrifices he makes, but his willingness to have the logo of his company forever embedded on his arm. ",https://cryptoslate.com/are-you-dedicated-enough-to-get-a-tattoo-of-your-companys-logo-binances-changpeng-zhao-is/,,Priyeshu Garg,
30,post-119941,2020-02-28 10:58:02.311150,"Data shows Binance Coin’s bullish sentiment is on the rise, can it translate to price?","According to the LunarCRUSH research team, social activity and bullish sentiment around Binance Coin (BNB) have risen to six-month highs. ",https://cryptoslate.com/data-shows-binance-coins-bullish-sentiment-is-on-the-rise-can-it-translate-to-price/,,Joseph Young,
31,post-119436,2020-02-28 10:58:02.311150,TV report in China says Binance’s Shanghai “office” was actually a call center,"According to Dovey Wan, a founding partner at Primitive Ventures, a local TV station in Shanghai reported that the “office” of Binance in Shanghai was a call center operated by Babi Finance. ",https://cryptoslate.com/tv-report-in-china-says-binances-shanghai-office-was-actually-a-call-center/,,News Desk,
32,post-119252,2020-02-28 10:58:02.311150,Binance CEO to sue The Block over alleged fake Shanghai police raid story,"On November 21, crypto industry publication The Block released a story entitled “Binance’s Shanghai office shut down following police raid, sources say.” The article quickly blew up on Twitter, with some going as far as to suggest that it contributed to the recent collapse of the Bitcoin price, which now sits at $7,250 as of […]",https://cryptoslate.com/binance-ceo-to-sue-the-block-for-fake-shanghai-police-raid-story/,,News Desk,
33,post-117340,2020-02-28 10:58:03.544848,Binance Coin (BNB) utility is growing exponentially and its price may follow,"The following analysis will explore how the number one utility token in the cryptocurrency industry, Binance Coin (BNB), is providing value to its users and the impact that this could have on its market value. ",https://cryptoslate.com/binance-coin-bnb-utility-is-growing-exponentially-and-its-price-may-follow/,,Ali Martinez,
34,post-117331,2020-02-28 10:58:03.544848,Crypto exchange legalization in China is not true says Binance CEO,Binance CEO Changpeng Zhao has clarified that rumors circulating about the “legalization” of crypto exchanges is simply misleading. ,https://cryptoslate.com/crypto-exchange-legalization-in-china-is-not-true-says-binance-ceo/,,Joseph Young,
35,post-116817,2020-02-28 10:58:03.544848,"Binance.US to list its 21st cryptocurrency, Waves","Binance US, the US-based arm of crypto exchange giant Binance, has continued its aggressive listing policy announcing it will be adding support for the native token of the Waves smart contract platform, WAVES, on the 29th of October.  According to a blog post by the San Francisco-registered firm, users can now start depositing Waves on Binance US […]",https://cryptoslate.com/binance-us-to-list-its-21st-cryptocurrency-waves/,,Jonnie Emsley,
36,post-115928,2020-02-28 10:58:03.545964,"Binance.US surpasses $10 million in daily trading volume, less than one month after launch","Catherine Coley, the CEO of Binance US announced on Twitter that the American subsidiary of Binance surpassed $10 million in daily trading volume for the first time. ",https://cryptoslate.com/binance-us-surpasses-10-million-in-daily-trading-volume-less-than-one-month-after-launch/,,Joseph Young,
37,post-115853,2020-02-28 10:58:03.545964,Binance.US lists IOTA and its price continues consolidating,Binance US announced that it will be listing IOTA on its retail platform for United States cryptocurrency investors. ,https://cryptoslate.com/binance-us-lists-iota-and-its-price-continues-consolidating/,,Ali Martinez,
38,post-115648,2020-02-28 10:58:03.545964,"Binance Exec: Bitcoin futures volume rose significantly in 2019, as it raises leverage to 125x","Speaking to CryptoSlate in an exclusive interview, Binance Futures Director Aaron Gong said that the Bitcoin futures volume in 2019 increased significantly, expressing confidence in the long term trend of the market. ",https://cryptoslate.com/binance-exec-says-bitcoin-futures-volume-rose-significantly-in-2019/,,Joseph Young,
39,post-113972,2020-02-28 10:58:04.570108,"Binance.US opens account deposits in preparation for trading, adds BNB","Binance US announced that its platform will now start accepting account registrations and deposits of six originally announced coins, with the addition of Binance Coin (BNB). ",https://cryptoslate.com/binance-us-account-deposits-preparation-trading/,,Priyeshu Garg,
40,post-113869,2020-02-28 10:58:04.571111,Binance leads investment round in Chinese crypto-data website Mars Finance at $200m valuation,Binance made a strategic investment in crypto-data website Mars Finance. ,https://cryptoslate.com/binance-chinese-crypto-data-mars-finance-at-200m-valuation/,,Priyeshu Garg,
41,post-113844,2020-02-28 10:58:04.572188,"Wei Zhou, CFO of Binance: “We want the institutions to come in” [INTERVIEW]","A year after becoming top brass at the world’s largest cryptocurrency exchange by trading volume, Binance CFO Wei Zhou says his firm wants to “grow the pie bigger” and opening up an exchange in the United States just might be the best way to do it. ",https://cryptoslate.com/wei-zhou-cfo-binance-we-want-institutions/,,Jonnie Emsley,
42,post-113825,2020-02-28 10:58:04.573099,"BitMEX CEO responds to Binance’s market maker slip up, offers CZ a “copy/paste” course","Arthur Hayes, the CEO of BitMEX, responded to Changpeng Zhao’s false accusations of a Binance futures market maker attack—satirically. ",https://cryptoslate.com/bitmex-ceo-binance-market-maker-slip-up/,,Priyeshu Garg,
43,post-113786,2020-02-28 10:58:04.574095,Binance futures market maker ‘attack’ turns out to be a bug,Binance almost became the victim of a market maker attack in the early hours of Sep. ,https://cryptoslate.com/binance-futures-market-maker-attack-bug/,,Priyeshu Garg,
44,post-113562,2020-02-28 10:58:04.575093,Binance listing NYDFS-approved “BUSD” stablecoin next week,Binance announced that it will begin listing the NYDFS-approved BUSD. ,https://cryptoslate.com/binance-listing-nydfs-approved-busd-stablecoin-next-week/,,Priyeshu Garg,
45,post-112950,2020-02-28 10:58:05.687122,Binance’s push to capture the cryptocurrency derivatives and futures market,"Binance acquired JEX, a little-known crypto derivatives trading platform. ",https://cryptoslate.com/binances-cryptocurrency-derivatives-futures/,,Ali Martinez,
46,post-112826,2020-02-28 10:58:05.687122,Binance’s “regulatory-compliant” stablecoin Venus will learn from Libra’s mistakes,"Binance said it will be learning from Facebook’s mistakes with Libra, taking an even “more conservative” approach with its stablecoin, Venus. ",https://cryptoslate.com/binance-stablecoin-venus-libra-mistakes/,,Priyeshu Garg,
47,post-112616,2020-02-28 10:58:05.687122,BNB plunges 10% after Binance admits to data hack,Binance admitted to leaking sensitive customer data through a third-party vendor which the exchange contracted in late 2017. ,https://cryptoslate.com/bnb-plunges-10-binance-admits-data-hack/,,Ali Martinez,
48,post-112546,2020-02-28 10:58:05.688121,"Earn up to 15% interest on BNB, Tether, and Ethereum Classic on Binance","Binance announced the launch of a lending platform, offering up to 15 percent annualized interest rate for 14-day fixed-term BNB, USDT, and ETC based instruments. ",https://cryptoslate.com/earn-15-interest-bnb-tether-ethereum-classic-binance/,,Priyeshu Garg,
49,post-112502,2020-02-28 10:58:05.688121,Are Coinbase and IDEX teaming up to take on Binance in the US?,"Top crypto exchange Coinbase has added support for IDEX on its official wallet, allowing its customers to trade hundreds of new cryptocurrencies on the third-party “hybrid decentralized” exchange. ",https://cryptoslate.com/are-coinbase-and-idex-teaming-up-to-take-on-binance-in-the-u-s/,,Jonnie Emsley,
